







Materialnummer,Arbeitsplatz,Startzeitpunkt Rüsten,Endzeitpunkt Rüsten,Rüstzeit,Soll-Rüstzeit,Soll/Ist-Abweichung (Rüstzeit)
M-MAT-0002,M_WPL_13,01.01.21, 09:44,01.01.21, 09:46,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,01.01.21, 17:40,01.01.21, 17:42,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,01.01.21, 01:50,01.01.21, 01:52,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,01.01.21, 13:28,01.01.21, 13:30,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,01.01.21, 05:32,01.01.21, 05:34,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,01.01.21, 21:22,01.01.21, 21:24,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,02.01.21, 01:34,02.01.21, 01:36,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,02.01.21, 05:16,02.01.21, 05:18,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,02.01.21, 09:28,02.01.21, 09:30,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,02.01.21, 13:10,02.01.21, 13:12,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,02.01.21, 17:22,02.01.21, 17:24,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,,,00:03:20,00:02:00,00:01:20
M-MAT-0002,M_WPL_13,05.01.21, 01:04,05.01.21, 01:06,00:05:30,00:02:00,00:03:30
M-MAT-0002,M_WPL_13,04.01.21, 20:52,04.01.21, 20:54,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,07.01.21, 12:16,07.01.21, 12:18,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,08.01.21, 16:18,08.01.21, 16:20,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,04.01.21, 05:04,04.01.21, 05:06,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,06.01.21, 08:20,06.01.21, 08:22,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,04.01.21, 17:10,04.01.21, 17:12,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,04.01.21, 09:16,04.01.21, 09:18,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,04.01.21, 12:58,04.01.21, 13:00,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,05.01.21, 17:00,05.01.21, 17:02,00:04:30,00:02:00,00:02:30
M-MAT-0002,M_WPL_13,06.01.21, 04:38,06.01.21, 04:40,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,06.01.21, 00:26,06.01.21, 00:28,00:04:30,00:02:00,00:02:30
M-MAT-0002,M_WPL_13,05.01.21, 12:46,05.01.21, 12:48,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,07.01.21, 00:08,07.01.21, 00:10,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,08.01.21, 08:24,08.01.21, 08:26,00:04:30,00:02:00,00:02:30
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,05.01.21, 04:52,05.01.21, 04:54,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,07.01.21, 08:04,07.01.21, 08:06,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,05.01.21, 09:04,05.01.21, 09:06,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,07.01.21, 04:22,07.01.21, 04:24,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,05.01.21, 20:44,05.01.21, 20:46,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,06.01.21, 12:32,06.01.21, 12:34,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,08.01.21, 12:36,08.01.21, 12:38,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,06.01.21, 16:14,06.01.21, 16:16,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,06.01.21, 20:26,06.01.21, 20:28,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,07.01.21, 17:01,07.01.21, 17:03,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,09.01.21, 16:02,09.01.21, 16:04,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,07.01.21, 20:45,07.01.21, 20:47,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,08.01.21, 00:28,08.01.21, 01:00,00:04:30,00:02:00,00:02:30
M-MAT-0002,M_WPL_13,08.01.21, 04:42,08.01.21, 04:44,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,09.01.21, 08:06,09.01.21, 08:08,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,08.01.21, 20:30,08.01.21, 20:32,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,09.01.21, 00:12,09.01.21, 00:14,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,09.01.21, 04:24,09.01.21, 04:26,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,09.01.21, 12:20,09.01.21, 12:22,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,09.01.21, 20:14,09.01.21, 20:16,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,11.01.21, 12:08,11.01.21, 12:10,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,11.01.21, 15:50,11.01.21, 15:52,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,14.01.21, 05:03,14.01.21, 05:05,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,11.01.21, 07:56,11.01.21, 07:58,00:05:20,00:02:00,00:03:20
M-MAT-0002,M_WPL_13,13.01.21, 17:19,13.01.21, 17:21,00:05:21,00:02:00,00:03:21
M-MAT-0002,M_WPL_13,13.01.21, 21:03,13.01.21, 21:05,00:05:23,00:02:00,00:03:23
M-MAT-0002,M_WPL_13,14.01.21, 01:19,14.01.21, 01:21,00:05:22,00:02:00,00:03:22
M-MAT-0002,M_WPL_13,15.01.21, 09:57,15.01.21, 09:59,00:05:21,00:02:00,00:03:21
M-MAT-0002,M_WPL_13,15.01.21, 13:43,15.01.21, 13:45,05:47:29,00:02:00,05:45:29
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,20.04.21, 06:04,20.04.21, 06:06,00:02:50,00:02:00,00:00:50
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,,,00:00:00,00:02:00,-00:02:00
M-MAT-0002,M_WPL_13,20.04.21, 09:25,20.04.21, 09:27,00:02:50,00:02:00,00:00:50
M-MAT-0002,M_WPL_13,20.04.21, 11:41,20.04.21, 11:43,00:02:50,00:02:00,00:00:50
M-MAT-0002,M_WPL_13,20.04.21, 11:54,20.04.21, 11:56,00:02:50,00:02:00,00:00:50
M-MAT-0002,M_WPL_13,20.04.21, 12:08,20.04.21, 12:10,00:02:50,00:02:00,00:00:50
M-MAT-0002,M_WPL_13,20.04.21, 16:00,20.04.21, 16:02,00:02:00,00:02:00,00:00:00
M-MAT-0002,M_WPL_13,20.04.21, 16:25,20.04.21, 16:27,00:02:50,00:02:00,00:00:50
M-MAT-0002,M_WPL_13,20.04.21, 16:49,20.04.21, 16:51,00:02:50,00:02:00,00:00:50
M-MAT-0002,M_WPL_13,21.04.21, 22:01,21.04.21, 22:03,00:03:40,00:02:00,00:01:40
M-MAT-0002,M_WPL_13,22.04.21, 00:25,22.04.21, 00:27,00:03:40,00:02:00,00:01:40
M-MAT-0002,M_WPL_13,22.04.21, 02:15,22.04.21, 02:17,00:03:40,00:02:00,00:01:40
M-MAT-0002,M_WPL_13,22.04.21, 04:06,22.04.21, 04:08,00:03:40,00:02:00,00:01:40
M-MAT-0002,M_WPL_13,22.04.21, 11:27,22.04.21, 11:29,00:03:40,00:02:00,00:01:40
